entry_id,posting_date,account_code,account_name,vendor_id,vendor_name,amount,preparer,approved_by,doc_type
JE016537,2025-06-19,6100,Office supplies,V014,Melaka Packaging Industries,834.3,U007,U017,AP invoice
JE020281,2025-03-10,6700,Travel & entertainment,V011,Cahaya Elektrik Sdn Bhd,1109.52,U005,U016,AP invoice
JE025310,2025-11-18,5100,Cost of goods sold,V044,Petaling Jaya Motors,738.57,U023,U016,AP invoice
JE028889,2025-12-03,6300,Professional fees,V049,Ampang Glass & Aluminium,3196.42,U007,U016,AP invoice
JE028690,2025-09-03,6200,IT & software,V016,Johor Chemical Supplies,1112.89,U005,U024,AP invoice
JE001762,2025-02-11,6600,Marketing,V041,Genting View Hospitality,4205.77,U004,U018,AP invoice
JE014479,2025-09-22,6600,Marketing,V019,Ipoh Engineering Works Sdn Bhd,12086.11,U002,U024,AP invoice
JE023627,2025-06-26,6100,Office supplies,V036,Cyberjaya Data Systems,1739.68,U004,U024,AP invoice
JE022700,2025-09-25,6400,Repairs & maintenance,V039,Kuantan Port Services,133472.38,U001,U015,AP invoice
JE003923,2025-03-10,5100,Cost of goods sold,V021,Kenanga Stationery Supplies,3514.96,U004,U013,AP invoice
JE024541,2025-03-06,6500,Utilities,V023,Sungai Besi Hardware,8083.88,U006,U017,AP invoice
JE031818,2025-02-12,5100,Cost of goods sold,V004,Puncak Emas Logistics Sdn Bhd,11588.03,U012,U013,AP invoice
JE019514,2025-03-26,6300,Professional fees,V006,KL Metro Services Sdn Bhd,1159.21,U019,U023,AP invoice
JE024970,2025-08-26,5100,Cost of goods sold,V011,Cahaya Elektrik Sdn Bhd,2995.9,U022,U024,AP invoice
JE035528,2025-05-15,6400,Repairs & maintenance,V034,Lestari Environmental Services,70148.02,U007,U014,AP invoice
JE000264,2025-04-07,5200,Freight & logistics,V026,Klang Valley Couriers,3189.29,U001,U024,AP invoice
JE017874,2025-08-28,6300,Professional fees,V014,Melaka Packaging Industries,7808.74,U006,U015,AP invoice
JE003212,2025-12-16,6700,Travel & entertainment,V004,Puncak Emas Logistics Sdn Bhd,1559.4,U022,U015,AP invoice
JE002266,2025-06-05,6100,Office supplies,V003,TechNova Solutions Sdn Bhd,2843.11,U024,U017,AP invoice
JE015228,2025-10-10,6400,Repairs & maintenance,V009,Nusantara IT Distribution,14090.29,U009,U018,AP invoice
JE006804,2025-06-13,6600,Marketing,V031,Rimba Landscaping Sdn Bhd,32505.21,U001,U018,AP invoice
JE006047,2025-02-10,6400,Repairs & maintenance,V048,Kelantan Textiles Sdn Bhd,56448.24,U012,U016,AP invoice
JE031027,2025-10-30,6700,Travel & entertainment,V059,Tawau Palm Logistics,5738.96,U024,U023,AP invoice
JE005504,2025-01-07,5200,Freight & logistics,V028,Sabah Marine Supplies Sdn Bhd,2450.85,U003,U023,AP invoice
JE030638,2025-03-19,6100,Office supplies,V051,Kepong Cold Storage,11149.9,U012,U015,AP invoice
JE021656,2025-10-17,6300,Professional fees,V043,Bangsar Interior Design,8544.5,U009,U013,AP invoice
JE014336,2025-11-27,6200,IT & software,V016,Johor Chemical Supplies,1118.74,U001,U017,AP invoice
JE022455,2025-12-09,6400,Repairs & maintenance,V030,Angkasa Telecommunication,590.5,U023,U013,AP invoice
JE033504,2025-05-01,6700,Travel & entertainment,V038,Taman Desa Food Industries,10202.03,U009,U015,AP invoice
JE002035,2025-06-06,5200,Freight & logistics,V015,Seri Wangi Catering Sdn Bhd,794.17,U001,U023,AP invoice
JE031178,2025-04-10,6700,Travel & entertainment,V031,Rimba Landscaping Sdn Bhd,1006.99,U011,U013,AP invoice
JE010780,2025-09-26,6600,Marketing,V048,Kelantan Textiles Sdn Bhd,5316.73,U009,U013,AP invoice
JE005361,2025-09-24,6200,IT & software,V056,Nilai Furniture Gallery,5921.69,U024,U023,AP invoice
JE027684,2025-03-18,5100,Cost of goods sold,V055,Rawang Cement Distributors,1181.33,U007,U015,AP invoice
JE030591,2025-07-25,6300,Professional fees,V035,Merdeka Uniform Supplies,2115.32,U012,U024,AP invoice
JE007965,2025-06-17,6100,Office supplies,V043,Bangsar Interior Design,2259.11,U012,U015,AP invoice
JE012441,2025-09-30,6600,Marketing,V038,Taman Desa Food Industries,5928.61,U002,U017,AP invoice
JE002625,2025-05-05,6600,Marketing,V041,Genting View Hospitality,10545.08,U009,U016,AP invoice
JE030600,2025-04-08,5100,Cost of goods sold,V003,TechNova Solutions Sdn Bhd,6070.35,U004,U015,AP invoice
JE007175,2025-10-23,5200,Freight & logistics,V055,Rawang Cement Distributors,1031.39,U007,U016,AP invoice
JE026307,2025-02-18,6300,Professional fees,V051,Kepong Cold Storage,402.54,U011,U023,AP invoice
JE015363,2025-10-10,6700,Travel & entertainment,V039,Kuantan Port Services,1776.46,U002,U015,AP invoice
JE020522,2025-01-15,5100,Cost of goods sold,V015,Seri Wangi Catering Sdn Bhd,4937.05,U008,U024,AP invoice
JE019306,2025-12-30,6600,Marketing,V026,Klang Valley Couriers,5018.18,U019,U015,AP invoice
JE018348,2025-02-05,6100,Office supplies,V039,Kuantan Port Services,8198.75,U008,U018,AP invoice
JE022299,2025-02-24,6300,Professional fees,V039,Kuantan Port Services,16874.12,U019,U013,AP invoice
JE013530,2025-11-19,6500,Utilities,V021,Kenanga Stationery Supplies,48366.42,U022,U017,AP invoice
JE009738,2025-01-03,6100,Office supplies,V029,Temasek Instruments,1260.41,U022,U016,AP invoice
JE008970,2025-02-24,6600,Marketing,V003,TechNova Solutions Sdn Bhd,14335.06,U024,U014,AP invoice
JE033119,2025-07-31,5100,Cost of goods sold,V046,Titiwangsa Medical Supplies,2236.29,U006,U023,AP invoice
JE004406,2025-08-26,6200,IT & software,V008,Selangor Steel Works Sdn Bhd,4460.91,U021,U018,AP invoice
JE027516,2025-09-16,6500,Utilities,V008,Selangor Steel Works Sdn Bhd,2573.12,U006,U016,AP invoice
JE024824,2025-08-19,6600,Marketing,V003,TechNova Solutions Sdn Bhd,8571.46,U021,U014,AP invoice
JE009508,2025-12-17,6700,Travel & entertainment,V021,Kenanga Stationery Supplies,6659.07,U008,U017,AP invoice
JE013914,2025-11-13,6500,Utilities,V042,Subang Aviation Parts,7612.65,U020,U017,AP invoice
JE026074,2025-01-09,6500,Utilities,V007,Borneo Timber Industries,2452.03,U024,U018,AP invoice
JE012628,2025-08-08,6200,IT & software,V059,Tawau Palm Logistics,133.93,U001,U015,AP invoice
JE035690,2025-04-08,6700,Travel & entertainment,V034,Lestari Environmental Services,719.76,U010,U024,AP invoice
JE012358,2025-05-30,6600,Marketing,V005,Delima Fresh Supplies,1455.26,U002,U015,AP invoice
JE030493,2025-07-23,5200,Freight & logistics,V053,Setapak Scaffolding,12150.52,U020,U017,AP invoice
JE031593,2025-08-27,5100,Cost of goods sold,V038,Taman Desa Food Industries,375.19,U022,U014,AP invoice
JE004266,2025-11-06,6400,Repairs & maintenance,V005,Delima Fresh Supplies,975.86,U007,U016,AP invoice
JE009255,2025-09-03,6100,Office supplies,V042,Subang Aviation Parts,532.36,U012,U018,AP invoice
JE033509,2025-10-24,6400,Repairs & maintenance,V035,Merdeka Uniform Supplies,102.65,U001,U023,AP invoice
JE032519,2025-11-06,6400,Repairs & maintenance,V035,Merdeka Uniform Supplies,6275.54,U010,U014,AP invoice
JE023826,2025-10-20,6300,Professional fees,V031,Rimba Landscaping Sdn Bhd,7140.01,U003,U014,AP invoice
JE020818,2025-12-18,6600,Marketing,V028,Sabah Marine Supplies Sdn Bhd,10621.38,U019,U015,AP invoice
JE003853,2025-08-07,5100,Cost of goods sold,V043,Bangsar Interior Design,13474.38,U009,U013,AP invoice
JE007570,2025-12-12,6400,Repairs & maintenance,V020,Damai Security Services,6430.82,U011,U014,AP invoice
JE015752,2025-12-18,5200,Freight & logistics,V046,Titiwangsa Medical Supplies,1558.9,U003,U013,AP invoice
JE024765,2025-11-11,6400,Repairs & maintenance,V012,Penang Precision Parts,5143.45,U011,U016,AP invoice
JE004470,2025-05-16,6200,IT & software,V034,Lestari Environmental Services,8563.49,U002,U013,AP invoice
JE018230,2025-08-21,6700,Travel & entertainment,V054,Puchong Electronics Hub,2272.99,U023,U016,AP invoice
JE007285,2025-03-05,5200,Freight & logistics,V006,KL Metro Services Sdn Bhd,3212.4,U006,U024,AP invoice
JE015610,2025-11-26,6700,Travel & entertainment,V032,Kota Kinabalu Freight,9264.51,U022,U015,AP invoice
JE016788,2025-02-14,6700,Travel & entertainment,V050,Cheras Building Materials,447.37,U004,U015,AP invoice
JE028980,2025-09-12,6300,Professional fees,V022,Perdana Auto Fleet Sdn Bhd,3164.9,U006,U014,AP invoice
JE008029,2025-09-10,6400,Repairs & maintenance,V053,Setapak Scaffolding,9739.71,U012,U023,AP invoice
JE007294,2025-01-08,6500,Utilities,V044,Petaling Jaya Motors,2332.12,U021,U024,AP invoice
JE030975,2025-04-07,6500,Utilities,V044,Petaling Jaya Motors,13854.68,U007,U023,AP invoice
JE026262,2025-02-18,6400,Repairs & maintenance,V055,Rawang Cement Distributors,818.41,U002,U018,AP invoice
JE002650,2025-08-29,6600,Marketing,V022,Perdana Auto Fleet Sdn Bhd,1929.32,U007,U016,AP invoice
JE005039,2025-10-01,6400,Repairs & maintenance,V011,Cahaya Elektrik Sdn Bhd,2094.78,U007,U013,AP invoice
JE006613,2025-08-07,6300,Professional fees,V019,Ipoh Engineering Works Sdn Bhd,1814.27,U023,U014,AP invoice
JE021657,2025-01-08,5200,Freight & logistics,V044,Petaling Jaya Motors,1816.92,U011,U013,AP invoice
JE032257,2025-08-22,6500,Utilities,V038,Taman Desa Food Industries,2387.92,U020,U014,AP invoice
JE004524,2025-12-02,5200,Freight & logistics,V006,KL Metro Services Sdn Bhd,22496.95,U010,U017,AP invoice
JE031879,2025-06-25,6200,IT & software,V021,Kenanga Stationery Supplies,10219.47,U021,U023,AP invoice
JE020205,2025-10-13,6500,Utilities,V053,Setapak Scaffolding,12303.03,U007,U018,AP invoice
JE001595,2025-01-09,6100,Office supplies,V018,Gemilang Printing Press,1345.94,U023,U024,AP invoice
JE030236,2025-04-16,6700,Travel & entertainment,V020,Damai Security Services,1391.45,U007,U017,AP invoice
JE007124,2025-09-17,6200,IT & software,V005,Delima Fresh Supplies,1320.55,U003,U017,AP invoice
JE013475,2025-06-20,6600,Marketing,V023,Sungai Besi Hardware,22844.14,U021,U018,AP invoice
JE016484,2025-02-12,5200,Freight & logistics,V041,Genting View Hospitality,1437.77,U006,U024,AP invoice
JE021461,2025-09-08,5100,Cost of goods sold,V056,Nilai Furniture Gallery,3594.37,U011,U013,AP invoice
JE015295,2025-12-01,6500,Utilities,V033,Seremban Tools & Dies,21810.23,U005,U023,AP invoice
JE024614,2025-05-05,5100,Cost of goods sold,V030,Angkasa Telecommunication,38847.77,U009,U018,AP invoice
JE015020,2025-04-23,6600,Marketing,V025,Bukit Bintang Media Group,1924.13,U001,U014,AP invoice
JE001053,2025-12-02,6300,Professional fees,V035,Merdeka Uniform Supplies,18300.55,U004,U023,AP invoice
JE020419,2025-12-18,6100,Office supplies,V033,Seremban Tools & Dies,17186.71,U004,U014,AP invoice
JE035451,2025-09-16,6400,Repairs & maintenance,V020,Damai Security Services,1834.87,U020,U024,AP invoice
JE000097,2025-12-24,6600,Marketing,V033,Seremban Tools & Dies,3176.21,U022,U017,AP invoice
JE031712,2025-10-23,6600,Marketing,V011,Cahaya Elektrik Sdn Bhd,23024.53,U012,U014,AP invoice
JE004218,2025-05-12,6100,Office supplies,V010,Harmoni Facilities Management,3666.3,U007,U013,AP invoice
JE013115,2025-10-02,6400,Repairs & maintenance,V003,TechNova Solutions Sdn Bhd,4762.36,U001,U017,AP invoice
JE015731,2025-12-29,6500,Utilities,V022,Perdana Auto Fleet Sdn Bhd,2303.51,U007,U015,AP invoice
JE011769,2025-03-04,6100,Office supplies,V048,Kelantan Textiles Sdn Bhd,5409.1,U012,U018,AP invoice
JE034248,2025-05-14,6400,Repairs & maintenance,V031,Rimba Landscaping Sdn Bhd,20700.19,U005,U017,AP invoice
JE001378,2025-07-07,6100,Office supplies,V018,Gemilang Printing Press,34175.99,U006,U018,AP invoice
JE021130,2025-07-07,6600,Marketing,V055,Rawang Cement Distributors,776.16,U004,U014,AP invoice
JE016905,2025-05-09,6200,IT & software,V045,Shah Alam Plastics Sdn Bhd,11659.91,U019,U015,AP invoice
JE022610,2025-08-08,6700,Travel & entertainment,V034,Lestari Environmental Services,9794.16,U006,U013,AP invoice
JE031614,2025-03-07,6100,Office supplies,V048,Kelantan Textiles Sdn Bhd,1105.17,U021,U014,AP invoice
JE005467,2025-07-17,6200,IT & software,V013,Bintang Utara Transport,909.21,U011,U024,AP invoice
JE015571,2025-01-17,6500,Utilities,V055,Rawang Cement Distributors,8877.16,U023,U016,AP invoice
JE003733,2025-07-17,6300,Professional fees,V018,Gemilang Printing Press,546.54,U009,U024,AP invoice
JE006563,2025-10-21,5100,Cost of goods sold,V024,Wawasan Training Consultants,4888.44,U008,U016,AP invoice
JE023610,2025-04-29,6200,IT & software,V059,Tawau Palm Logistics,605.38,U019,U015,AP invoice
JE002961,2025-09-08,6100,Office supplies,V048,Kelantan Textiles Sdn Bhd,55870.44,U007,U015,AP invoice
JE015421,2025-09-15,6600,Marketing,V050,Cheras Building Materials,1117.68,U022,U016,AP invoice
JE007091,2025-03-11,6500,Utilities,V030,Angkasa Telecommunication,2611.04,U022,U016,AP invoice
JE005217,2025-03-05,6300,Professional fees,V009,Nusantara IT Distribution,3728.03,U021,U024,AP invoice
JE027265,2025-03-06,5100,Cost of goods sold,V005,Delima Fresh Supplies,38932.77,U008,U023,AP invoice
JE034821,2025-06-09,6200,IT & software,V039,Kuantan Port Services,5793.84,U005,U013,AP invoice
JE001189,2025-12-24,6300,Professional fees,V005,Delima Fresh Supplies,1631.65,U012,U014,AP invoice
JE005158,2025-03-11,6200,IT & software,V051,Kepong Cold Storage,22854.08,U019,U017,AP invoice
JE017993,2025-12-03,5100,Cost of goods sold,V047,Langkawi Duty Services,280.55,U019,U015,AP invoice
JE008905,2025-03-11,5100,Cost of goods sold,V036,Cyberjaya Data Systems,47505.51,U012,U018,AP invoice
JE021405,2025-04-22,6500,Utilities,V042,Subang Aviation Parts,20739.95,U007,U013,AP invoice
JE016796,2025-10-09,6500,Utilities,V010,Harmoni Facilities Management,55533.0,U021,U013,AP invoice
JE020814,2025-02-14,6500,Utilities,V052,Bandar Utama Events Sdn Bhd,878.97,U010,U015,AP invoice
JE006632,2025-09-23,6700,Travel & entertainment,V042,Subang Aviation Parts,1644.97,U012,U024,AP invoice
JE008319,2025-07-15,5200,Freight & logistics,V021,Kenanga Stationery Supplies,1656.94,U005,U023,AP invoice
JE012424,2025-12-22,5100,Cost of goods sold,V015,Seri Wangi Catering Sdn Bhd,2094.21,U021,U023,AP invoice
JE024993,2025-01-28,6600,Marketing,V055,Rawang Cement Distributors,7647.14,U006,U013,AP invoice
JE015911,2025-03-18,6400,Repairs & maintenance,V040,Alor Setar Agri Supplies,2091.8,U008,U016,AP invoice
JE012064,2025-06-13,6400,Repairs & maintenance,V033,Seremban Tools & Dies,11301.77,U010,U018,AP invoice
JE019672,2025-09-17,6400,Repairs & maintenance,V008,Selangor Steel Works Sdn Bhd,4918.04,U009,U014,AP invoice
JE005219,2025-03-25,5200,Freight & logistics,V007,Borneo Timber Industries,900.9,U020,U015,AP invoice
JE010332,2025-02-10,6100,Office supplies,V054,Puchong Electronics Hub,5924.52,U001,U017,AP invoice
JE016859,2025-01-01,6500,Utilities,V040,Alor Setar Agri Supplies,54.39,U009,U014,AP invoice
JE012586,2025-08-21,5200,Freight & logistics,V042,Subang Aviation Parts,5253.1,U024,U014,AP invoice
JE008133,2025-11-17,5100,Cost of goods sold,V038,Taman Desa Food Industries,29758.29,U005,U015,AP invoice
JE032732,2025-07-24,5100,Cost of goods sold,V040,Alor Setar Agri Supplies,6533.11,U011,U013,AP invoice
JE021215,2025-08-20,5100,Cost of goods sold,V010,Harmoni Facilities Management,24954.07,U023,U015,AP invoice
JE008364,2025-04-18,6700,Travel & entertainment,V026,Klang Valley Couriers,7079.24,U022,U013,AP invoice
JE035190,2025-08-26,6200,IT & software,V045,Shah Alam Plastics Sdn Bhd,149.05,BATCH,U013,AP invoice
JE026598,2025-11-10,6500,Utilities,V048,Kelantan Textiles Sdn Bhd,9218.4,U003,U015,AP invoice
JE015591,2025-02-04,6300,Professional fees,V016,Johor Chemical Supplies,15217.56,U001,U023,AP invoice
